filename,digit,font,foreground,background
hw_0071_num_9_font_MaruBuri-Bold_fg_VIOLET_bg_YELLOW.png,9,MaruBuri-Bold,VIOLET,YELLOW
hw_0072_num_2_font_MaruBuri-Regular_fg_RED_bg_VIOLET.png,2,MaruBuri-Regular,RED,VIOLET
hw_0073_num_2_font_MaruBuri-SemiBold_fg_VIOLET_bg_ORANGE.png,2,MaruBuri-SemiBold,VIOLET,ORANGE
hw_0074_num_8_font_MaruBuri-ExtraLight_fg_ORANGE_bg_GREEN.png,8,MaruBuri-ExtraLight,ORANGE,GREEN
hw_0075_num_9_font_MaruBuri-Regular_fg_BLUE_bg_YELLOW.png,9,MaruBuri-Regular,BLUE,YELLOW
hw_0076_num_7_font_MaruBuri-ExtraLight_fg_VIOLET_bg_RED.png,7,MaruBuri-ExtraLight,VIOLET,RED
hw_0077_num_1_font_MaruBuri-Regular_fg_GREEN_bg_BLUE.png,1,MaruBuri-Regular,GREEN,BLUE
hw_0078_num_4_font_MaruBuri-Bold_fg_GREEN_bg_INDIGO.png,4,MaruBuri-Bold,GREEN,INDIGO
hw_0079_num_0_font_MaruBuri-Bold_fg_BLUE_bg_VIOLET.png,0,MaruBuri-Bold,BLUE,VIOLET
hw_0080_num_9_font_MaruBuri-ExtraLight_fg_VIOLET_bg_BLUE.png,9,MaruBuri-ExtraLight,VIOLET,BLUE
hw_0081_num_1_font_MaruBuri-Light_fg_VIOLET_bg_YELLOW.png,1,MaruBuri-Light,VIOLET,YELLOW
hw_0082_num_1_font_MaruBuri-SemiBold_fg_BLUE_bg_GREEN.png,1,MaruBuri-SemiBold,BLUE,GREEN
hw_0083_num_2_font_MaruBuri-Bold_fg_BLUE_bg_VIOLET.png,2,MaruBuri-Bold,BLUE,VIOLET
hw_0084_num_7_font_MaruBuri-SemiBold_fg_YELLOW_bg_INDIGO.png,7,MaruBuri-SemiBold,YELLOW,INDIGO
hw_0085_num_2_font_MaruBuri-Regular_fg_GREEN_bg_ORANGE.png,2,MaruBuri-Regular,GREEN,ORANGE
hw_0086_num_8_font_MaruBuri-SemiBold_fg_ORANGE_bg_BLUE.png,8,MaruBuri-SemiBold,ORANGE,BLUE
hw_0087_num_6_font_MaruBuri-Bold_fg_INDIGO_bg_RED.png,6,MaruBuri-Bold,INDIGO,RED
hw_0088_num_8_font_MaruBuri-Bold_fg_BLUE_bg_INDIGO.png,8,MaruBuri-Bold,BLUE,INDIGO
hw_0089_num_4_font_MaruBuri-Light_fg_GREEN_bg_INDIGO.png,4,MaruBuri-Light,GREEN,INDIGO
hw_0090_num_5_font_MaruBuri-Light_fg_INDIGO_bg_YELLOW.png,5,MaruBuri-Light,INDIGO,YELLOW
hw_0091_num_8_font_MaruBuri-Light_fg_ORANGE_bg_VIOLET.png,8,MaruBuri-Light,ORANGE,VIOLET
hw_0092_num_1_font_MaruBuri-Bold_fg_GREEN_bg_RED.png,1,MaruBuri-Bold,GREEN,RED
hw_0093_num_3_font_MaruBuri-ExtraLight_fg_VIOLET_bg_INDIGO.png,3,MaruBuri-ExtraLight,VIOLET,INDIGO
hw_0094_num_5_font_MaruBuri-ExtraLight_fg_RED_bg_YELLOW.png,5,MaruBuri-ExtraLight,RED,YELLOW
hw_0095_num_9_font_MaruBuri-SemiBold_fg_INDIGO_bg_RED.png,9,MaruBuri-SemiBold,INDIGO,RED
hw_0096_num_3_font_MaruBuri-SemiBold_fg_GREEN_bg_BLUE.png,3,MaruBuri-SemiBold,GREEN,BLUE
hw_0097_num_3_font_MaruBuri-ExtraLight_fg_RED_bg_YELLOW.png,3,MaruBuri-ExtraLight,RED,YELLOW
hw_0098_num_1_font_MaruBuri-ExtraLight_fg_VIOLET_bg_INDIGO.png,1,MaruBuri-ExtraLight,VIOLET,INDIGO
hw_0099_num_3_font_MaruBuri-ExtraLight_fg_YELLOW_bg_RED.png,3,MaruBuri-ExtraLight,YELLOW,RED
hw_0100_num_0_font_MaruBuri-Regular_fg_INDIGO_bg_BLUE.png,0,MaruBuri-Regular,INDIGO,BLUE
hw_0101_num_1_font_MaruBuri-SemiBold_fg_RED_bg_YELLOW.png,1,MaruBuri-SemiBold,RED,YELLOW
hw_0102_num_3_font_MaruBuri-Regular_fg_ORANGE_bg_GREEN.png,3,MaruBuri-Regular,ORANGE,GREEN
hw_0103_num_7_font_MaruBuri-Bold_fg_VIOLET_bg_YELLOW.png,7,MaruBuri-Bold,VIOLET,YELLOW
hw_0104_num_8_font_MaruBuri-Bold_fg_INDIGO_bg_RED.png,8,MaruBuri-Bold,INDIGO,RED
hw_0105_num_9_font_MaruBuri-SemiBold_fg_GREEN_bg_RED.png,9,MaruBuri-SemiBold,GREEN,RED
hw_0106_num_7_font_MaruBuri-Bold_fg_INDIGO_bg_RED.png,7,MaruBuri-Bold,INDIGO,RED
hw_0107_num_7_font_MaruBuri-Light_fg_ORANGE_bg_GREEN.png,7,MaruBuri-Light,ORANGE,GREEN
hw_0108_num_3_font_MaruBuri-ExtraLight_fg_GREEN_bg_INDIGO.png,3,MaruBuri-ExtraLight,GREEN,INDIGO
hw_0109_num_1_font_MaruBuri-Light_fg_VIOLET_bg_ORANGE.png,1,MaruBuri-Light,VIOLET,ORANGE
hw_0110_num_5_font_MaruBuri-Light_fg_YELLOW_bg_RED.png,5,MaruBuri-Light,YELLOW,RED
hw_0111_num_6_font_MaruBuri-Light_fg_BLUE_bg_RED.png,6,MaruBuri-Light,BLUE,RED
hw_0112_num_0_font_MaruBuri-ExtraLight_fg_RED_bg_YELLOW.png,0,MaruBuri-ExtraLight,RED,YELLOW
hw_0113_num_0_font_MaruBuri-Light_fg_RED_bg_ORANGE.png,0,MaruBuri-Light,RED,ORANGE
hw_0114_num_5_font_MaruBuri-ExtraLight_fg_ORANGE_bg_GREEN.png,5,MaruBuri-ExtraLight,ORANGE,GREEN
hw_0115_num_3_font_MaruBuri-Bold_fg_INDIGO_bg_VIOLET.png,3,MaruBuri-Bold,INDIGO,VIOLET
hw_0116_num_3_font_MaruBuri-SemiBold_fg_BLUE_bg_RED.png,3,MaruBuri-SemiBold,BLUE,RED
hw_0117_num_7_font_MaruBuri-Bold_fg_RED_bg_YELLOW.png,7,MaruBuri-Bold,RED,YELLOW
hw_0118_num_6_font_MaruBuri-Bold_fg_INDIGO_bg_ORANGE.png,6,MaruBuri-Bold,INDIGO,ORANGE
hw_0119_num_4_font_MaruBuri-Light_fg_BLUE_bg_GREEN.png,4,MaruBuri-Light,BLUE,GREEN
hw_0120_num_3_font_MaruBuri-ExtraLight_fg_ORANGE_bg_INDIGO.png,3,MaruBuri-ExtraLight,ORANGE,INDIGO
hw_0121_num_7_font_MaruBuri-SemiBold_fg_VIOLET_bg_GREEN.png,7,MaruBuri-SemiBold,VIOLET,GREEN
hw_0122_num_1_font_MaruBuri-ExtraLight_fg_VIOLET_bg_YELLOW.png,1,MaruBuri-ExtraLight,VIOLET,YELLOW
hw_0123_num_8_font_MaruBuri-ExtraLight_fg_YELLOW_bg_RED.png,8,MaruBuri-ExtraLight,YELLOW,RED
hw_0124_num_1_font_MaruBuri-Bold_fg_VIOLET_bg_INDIGO.png,1,MaruBuri-Bold,VIOLET,INDIGO
hw_0125_num_2_font_MaruBuri-Light_fg_BLUE_bg_GREEN.png,2,MaruBuri-Light,BLUE,GREEN
hw_0126_num_7_font_MaruBuri-Light_fg_ORANGE_bg_INDIGO.png,7,MaruBuri-Light,ORANGE,INDIGO
hw_0127_num_3_font_MaruBuri-Light_fg_INDIGO_bg_YELLOW.png,3,MaruBuri-Light,INDIGO,YELLOW
hw_0128_num_0_font_MaruBuri-Bold_fg_VIOLET_bg_RED.png,0,MaruBuri-Bold,VIOLET,RED
hw_0129_num_6_font_MaruBuri-ExtraLight_fg_RED_bg_GREEN.png,6,MaruBuri-ExtraLight,RED,GREEN
hw_0130_num_6_font_MaruBuri-Regular_fg_YELLOW_bg_INDIGO.png,6,MaruBuri-Regular,YELLOW,INDIGO
hw_0131_num_7_font_MaruBuri-Regular_fg_BLUE_bg_YELLOW.png,7,MaruBuri-Regular,BLUE,YELLOW
hw_0132_num_6_font_MaruBuri-SemiBold_fg_GREEN_bg_YELLOW.png,6,MaruBuri-SemiBold,GREEN,YELLOW
hw_0133_num_7_font_MaruBuri-Bold_fg_GREEN_bg_YELLOW.png,7,MaruBuri-Bold,GREEN,YELLOW
hw_0134_num_3_font_MaruBuri-Regular_fg_ORANGE_bg_YELLOW.png,3,MaruBuri-Regular,ORANGE,YELLOW
hw_0135_num_3_font_MaruBuri-ExtraLight_fg_VIOLET_bg_YELLOW.png,3,MaruBuri-ExtraLight,VIOLET,YELLOW
hw_0136_num_9_font_MaruBuri-SemiBold_fg_GREEN_bg_VIOLET.png,9,MaruBuri-SemiBold,GREEN,VIOLET
hw_0137_num_0_font_MaruBuri-Regular_fg_GREEN_bg_RED.png,0,MaruBuri-Regular,GREEN,RED
hw_0138_num_0_font_MaruBuri-ExtraLight_fg_RED_bg_VIOLET.png,0,MaruBuri-ExtraLight,RED,VIOLET
hw_0139_num_9_font_MaruBuri-Light_fg_ORANGE_bg_RED.png,9,MaruBuri-Light,ORANGE,RED
hw_0140_num_8_font_MaruBuri-SemiBold_fg_YELLOW_bg_GREEN.png,8,MaruBuri-SemiBold,YELLOW,GREEN
hw_0141_num_2_font_MaruBuri-ExtraLight_fg_RED_bg_ORANGE.png,2,MaruBuri-ExtraLight,RED,ORANGE
hw_0142_num_8_font_MaruBuri-ExtraLight_fg_VIOLET_bg_INDIGO.png,8,MaruBuri-ExtraLight,VIOLET,INDIGO
hw_0143_num_2_font_MaruBuri-ExtraLight_fg_ORANGE_bg_YELLOW.png,2,MaruBuri-ExtraLight,ORANGE,YELLOW
hw_0144_num_9_font_MaruBuri-ExtraLight_fg_VIOLET_bg_GREEN.png,9,MaruBuri-ExtraLight,VIOLET,GREEN
hw_0145_num_3_font_MaruBuri-Light_fg_ORANGE_bg_RED.png,3,MaruBuri-Light,ORANGE,RED
hw_0146_num_1_font_MaruBuri-SemiBold_fg_GREEN_bg_RED.png,1,MaruBuri-SemiBold,GREEN,RED
hw_0147_num_3_font_MaruBuri-SemiBold_fg_ORANGE_bg_RED.png,3,MaruBuri-SemiBold,ORANGE,RED
hw_0148_num_9_font_MaruBuri-ExtraLight_fg_INDIGO_bg_GREEN.png,9,MaruBuri-ExtraLight,INDIGO,GREEN
hw_0149_num_9_font_MaruBuri-ExtraLight_fg_BLUE_bg_YELLOW.png,9,MaruBuri-ExtraLight,BLUE,YELLOW
hw_0150_num_6_font_MaruBuri-SemiBold_fg_VIOLET_bg_RED.png,6,MaruBuri-SemiBold,VIOLET,RED
hw_0151_num_9_font_MaruBuri-SemiBold_fg_RED_bg_YELLOW.png,9,MaruBuri-SemiBold,RED,YELLOW
hw_0152_num_5_font_MaruBuri-Regular_fg_YELLOW_bg_GREEN.png,5,MaruBuri-Regular,YELLOW,GREEN
hw_0153_num_3_font_MaruBuri-Regular_fg_INDIGO_bg_RED.png,3,MaruBuri-Regular,INDIGO,RED
hw_0154_num_3_font_MaruBuri-Regular_fg_GREEN_bg_YELLOW.png,3,MaruBuri-Regular,GREEN,YELLOW
hw_0155_num_6_font_MaruBuri-Bold_fg_RED_bg_GREEN.png,6,MaruBuri-Bold,RED,GREEN
hw_0156_num_4_font_MaruBuri-Light_fg_INDIGO_bg_GREEN.png,4,MaruBuri-Light,INDIGO,GREEN
hw_0157_num_5_font_MaruBuri-ExtraLight_fg_INDIGO_bg_YELLOW.png,5,MaruBuri-ExtraLight,INDIGO,YELLOW
hw_0158_num_0_font_MaruBuri-Light_fg_INDIGO_bg_RED.png,0,MaruBuri-Light,INDIGO,RED
hw_0159_num_9_font_MaruBuri-SemiBold_fg_YELLOW_bg_RED.png,9,MaruBuri-SemiBold,YELLOW,RED
hw_0160_num_1_font_MaruBuri-ExtraLight_fg_BLUE_bg_ORANGE.png,1,MaruBuri-ExtraLight,BLUE,ORANGE
hw_0161_num_8_font_MaruBuri-Bold_fg_INDIGO_bg_ORANGE.png,8,MaruBuri-Bold,INDIGO,ORANGE
hw_0162_num_8_font_MaruBuri-Regular_fg_ORANGE_bg_INDIGO.png,8,MaruBuri-Regular,ORANGE,INDIGO
hw_0163_num_2_font_MaruBuri-Regular_fg_YELLOW_bg_BLUE.png,2,MaruBuri-Regular,YELLOW,BLUE
hw_0164_num_1_font_MaruBuri-Bold_fg_RED_bg_GREEN.png,1,MaruBuri-Bold,RED,GREEN
hw_0165_num_5_font_MaruBuri-Regular_fg_RED_bg_GREEN.png,5,MaruBuri-Regular,RED,GREEN
hw_0166_num_2_font_MaruBuri-Light_fg_RED_bg_INDIGO.png,2,MaruBuri-Light,RED,INDIGO
hw_0167_num_8_font_MaruBuri-Regular_fg_BLUE_bg_GREEN.png,8,MaruBuri-Regular,BLUE,GREEN
hw_0168_num_9_font_MaruBuri-SemiBold_fg_VIOLET_bg_YELLOW.png,9,MaruBuri-SemiBold,VIOLET,YELLOW
hw_0169_num_0_font_MaruBuri-SemiBold_fg_RED_bg_GREEN.png,0,MaruBuri-SemiBold,RED,GREEN
hw_0170_num_4_font_MaruBuri-ExtraLight_fg_YELLOW_bg_INDIGO.png,4,MaruBuri-ExtraLight,YELLOW,INDIGO
hw_0171_num_2_font_MaruBuri-Regular_fg_VIOLET_bg_INDIGO.png,2,MaruBuri-Regular,VIOLET,INDIGO
hw_0172_num_1_font_MaruBuri-ExtraLight_fg_INDIGO_bg_BLUE.png,1,MaruBuri-ExtraLight,INDIGO,BLUE
hw_0173_num_8_font_MaruBuri-Bold_fg_YELLOW_bg_INDIGO.png,8,MaruBuri-Bold,YELLOW,INDIGO
hw_0174_num_4_font_MaruBuri-Regular_fg_YELLOW_bg_ORANGE.png,4,MaruBuri-Regular,YELLOW,ORANGE
hw_0175_num_9_font_MaruBuri-Bold_fg_BLUE_bg_INDIGO.png,9,MaruBuri-Bold,BLUE,INDIGO
hw_0176_num_5_font_MaruBuri-Bold_fg_RED_bg_GREEN.png,5,MaruBuri-Bold,RED,GREEN
hw_0177_num_4_font_MaruBuri-SemiBold_fg_VIOLET_bg_RED.png,4,MaruBuri-SemiBold,VIOLET,RED
hw_0178_num_7_font_MaruBuri-Regular_fg_BLUE_bg_GREEN.png,7,MaruBuri-Regular,BLUE,GREEN
hw_0179_num_0_font_MaruBuri-ExtraLight_fg_BLUE_bg_YELLOW.png,0,MaruBuri-ExtraLight,BLUE,YELLOW
hw_0180_num_6_font_MaruBuri-Regular_fg_GREEN_bg_YELLOW.png,6,MaruBuri-Regular,GREEN,YELLOW
hw_0181_num_0_font_MaruBuri-ExtraLight_fg_RED_bg_GREEN.png,0,MaruBuri-ExtraLight,RED,GREEN
hw_0182_num_5_font_MaruBuri-Bold_fg_GREEN_bg_INDIGO.png,5,MaruBuri-Bold,GREEN,INDIGO
hw_0183_num_4_font_MaruBuri-Bold_fg_BLUE_bg_INDIGO.png,4,MaruBuri-Bold,BLUE,INDIGO
hw_0184_num_7_font_MaruBuri-SemiBold_fg_BLUE_bg_INDIGO.png,7,MaruBuri-SemiBold,BLUE,INDIGO
hw_0185_num_6_font_MaruBuri-SemiBold_fg_YELLOW_bg_GREEN.png,6,MaruBuri-SemiBold,YELLOW,GREEN
hw_0186_num_0_font_MaruBuri-ExtraLight_fg_RED_bg_BLUE.png,0,MaruBuri-ExtraLight,RED,BLUE
hw_0187_num_1_font_MaruBuri-Bold_fg_BLUE_bg_RED.png,1,MaruBuri-Bold,BLUE,RED
hw_0188_num_8_font_MaruBuri-ExtraLight_fg_INDIGO_bg_BLUE.png,8,MaruBuri-ExtraLight,INDIGO,BLUE
hw_0189_num_5_font_MaruBuri-SemiBold_fg_VIOLET_bg_YELLOW.png,5,MaruBuri-SemiBold,VIOLET,YELLOW
hw_0190_num_8_font_MaruBuri-Bold_fg_GREEN_bg_RED.png,8,MaruBuri-Bold,GREEN,RED
hw_0191_num_6_font_MaruBuri-Bold_fg_GREEN_bg_VIOLET.png,6,MaruBuri-Bold,GREEN,VIOLET
hw_0192_num_0_font_MaruBuri-Regular_fg_BLUE_bg_VIOLET.png,0,MaruBuri-Regular,BLUE,VIOLET
hw_0193_num_5_font_MaruBuri-ExtraLight_fg_RED_bg_YELLOW.png,5,MaruBuri-ExtraLight,RED,YELLOW
hw_0194_num_5_font_MaruBuri-Bold_fg_ORANGE_bg_RED.png,5,MaruBuri-Bold,ORANGE,RED
hw_0195_num_3_font_MaruBuri-ExtraLight_fg_ORANGE_bg_VIOLET.png,3,MaruBuri-ExtraLight,ORANGE,VIOLET
hw_0196_num_5_font_MaruBuri-SemiBold_fg_INDIGO_bg_ORANGE.png,5,MaruBuri-SemiBold,INDIGO,ORANGE
hw_0197_num_6_font_MaruBuri-SemiBold_fg_YELLOW_bg_INDIGO.png,6,MaruBuri-SemiBold,YELLOW,INDIGO
hw_0198_num_2_font_MaruBuri-Bold_fg_ORANGE_bg_VIOLET.png,2,MaruBuri-Bold,ORANGE,VIOLET
hw_0199_num_2_font_MaruBuri-Bold_fg_INDIGO_bg_VIOLET.png,2,MaruBuri-Bold,INDIGO,VIOLET
hw_0200_num_6_font_MaruBuri-ExtraLight_fg_ORANGE_bg_VIOLET.png,6,MaruBuri-ExtraLight,ORANGE,VIOLET
hw_0201_num_2_font_MaruBuri-Regular_fg_YELLOW_bg_ORANGE.png,2,MaruBuri-Regular,YELLOW,ORANGE
hw_0202_num_6_font_MaruBuri-Bold_fg_ORANGE_bg_RED.png,6,MaruBuri-Bold,ORANGE,RED
hw_0203_num_4_font_MaruBuri-Bold_fg_RED_bg_YELLOW.png,4,MaruBuri-Bold,RED,YELLOW
hw_0204_num_1_font_MaruBuri-Light_fg_INDIGO_bg_VIOLET.png,1,MaruBuri-Light,INDIGO,VIOLET
hw_0205_num_0_font_MaruBuri-Light_fg_BLUE_bg_ORANGE.png,0,MaruBuri-Light,BLUE,ORANGE
hw_0206_num_3_font_MaruBuri-Bold_fg_VIOLET_bg_ORANGE.png,3,MaruBuri-Bold,VIOLET,ORANGE
hw_0207_num_7_font_MaruBuri-Regular_fg_YELLOW_bg_ORANGE.png,7,MaruBuri-Regular,YELLOW,ORANGE
